word,AoA
speechify,12.0
speechless,4.0
speed,2.0
speedboat,2.0
speedily,4.0
speedometer,4.0
speedster,10.0
speedway,4.0
speedy,4.0
speleology,12.0
spell,4.0
spellbind,8.0
spellbound,8.0
speller,2.0
spelling,2.0
spells,8.0
spelt,12.0
spelunker,12.0
spencer,13.0
spend,2.0
spendthrift,8.0
spent,2.0
sperm,8.0
spermary,14.0
spermatozoon,13.0
spew,14.0
sphagnurn,13.0
sphere,8.0
spherical,8.0
spheroid,12.0
sphincter,13.0
sphinx,4.0
spice,4.0
spicery,12.0
spiciness,6.0
spicy,6.0
spider,2.0
spied,4.0
spiel,12.0
spiffy,12.0
spigot,12.0
spike,4.0
spiking,6.0
spill,2.0
spillway,10.0
spilt,14.0
spin,2.0
spinach,4.0
spinal,6.0
spindle,4.0
spindling,14.0
spindly,10.0
spindrift,14.0
spine,4.0
spineless,8.0
spinet,13.0
spinnaker,12.0
spinner,2.0
spinneret,13.0
spinning,6.0
spinoff,12.0
spinster,12.0
spiny,12.0
spiracle,12.0
spiral,10.0
spire,8.0
spirea,14.0
spirit,4.0
spirited,8.0
spiritism,12.0
spiritless,8.0
spirits,6.0
spiritual,4.0
spiritualism,13.0
spirochete,13.0
spit,4.0
spitball,6.0
spite,10.0
spiteful,10.0
spitfire,13.0
spittle,14.0
spittoon,12.0
spitz,12.0
spiv,14.0
splash,2.0
splashdown,8.0
splashy,12.0
splatter,14.0
splay,13.0
splayfoot,14.0
spleen,8.0
splendid,4.0
splendiferous,13.0
splendor,6.0
splenetic,14.0
splenic,14.0
splice,12.0
spline,12.0
splint,6.0
splinter,4.0
split,2.0
splitting,13.0
splotch,8.0
splurge,10.0
splutter,12.0
spoil,4.0
spoiled,6.0
spoiler,4.0
spoils,12.0
spoilsman,12.0
spoilsport,6.0
spoilt,6.0
spoke,2.0
spoken,4.0
spokeshave,13.0
spokesman,6.0
spoliation,12.0
spondee,14.0
sponge,2.0
sponger,10.0
spongy,4.0
sponsor,6.0
spontaneity,12.0
spontaneous,10.0
spoof,12.0
spook,4.0
spooky,2.0
spool,2.0
spoon,2.0
spoonbill,8.0
spoonerism,12.0
spoonful,4.0
spoor,14.0
sporadic,14.0
spore,8.0
sport,4.0
sporting,8.0
sportive,2.0
sports,2.0
sportscaster,2.0
sportsman,4.0
sportsmanship,6.0
spot,4.0
spotless,6.0
spotlight,6.0
spotted,8.0
spotter,12.0
spotty,4.0
spouse,12.0
spout,4.0
sprain,2.0
sprang,6.0
sprat,14.0
sprawl,6.0
sprawling,8.0
spray,2.0
spread,2.0
spreader,8.0
spree,4.0
sprig,8.0
sprigging,12.0
sprightly,10.0
spring,4.0
springboard,8.0
springbok,14.0
springtide,12.0
springtime,4.0
springy,4.0
sprinkle,4.0
sprinkler,2.0
sprinkling,6.0
sprint,10.0
sprit,13.0
sprite,14.0
sprocket,13.0
sprout,4.0
spruce,4.0
sprung,6.0
spry,8.0
spud,8.0
spume,14.0
spumoni,12.0
spun,6.0
spunk,10.0
spunky,10.0
spur,8.0
spurious,14.0
spurn,12.0
spurs,6.0
spurt,6.0
sputnik,8.0
sputter,4.0
sputum,14.0
spy,2.0
spyglass,8.0
squab,14.0
squabble,10.0
squad,6.0
squadron,8.0
squalid,14.0
squall,8.0
squalor,14.0
squander,12.0
square,4.0
squarely,12.0
squarish,6.0
squash,2.0
squat,4.0
squatter,8.0
squaw,4.0
squawk,6.0
squeak,2.0
squeaky,2.0
squeal,2.0
squeamish,14.0
squeegee,12.0
squeeze,2.0
squeezer,4.0
squeezing,2.0
squelch,12.0
squib,14.0
squid,10.0
squinch,12.0
squint,6.0
squire,6.0
squirm,4.0
squirming,6.0
squirrel,2.0
squirt,6.0
squish,12.0
stab,4.0
stabile,12.0
stability,8.0
stabilization,10.0
stabilize,8.0
stabilizer,8.0
stable,2.0
staccato,12.0
stack,2.0
stacked,8.0
stacks,12.0
stadium,4.0
staff,6.0
stag,6.0
stage,4.0
stagecoach,4.0
stagecraft,8.0
stagehand,6.0
stagflation,13.0
stagger,6.0
staging,13.0
stagnant,10.0
stagnate,10.0
stagnation,12.0
stagy,12.0
staid,12.0
stain,4.0
stainless,4.0
stair,4.0
staircase,6.0
stairs,2.0
stairway,4.0
stairwell,12.0
stake,6.0
stalactite,10.0
Stalag,8.0
stalagmite,10.0
stale,2.0
stalemate,12.0
stalk,2.0
stall,4.0
stallion,4.0
stalwart,12.0
stamen,10.0
stamina,12.0
staminate,13.0
stammer,8.0
stamp,2.0
stampede,6.0
stance,10.0
stanch,12.0
stanchion,14.0
stand,2.0
standard,6.0
standardize,10.0
standee,12.0
stander,12.0
standing,4.0
standpat,12.0
standpipe,12.0
standpoint,6.0
stands,6.0
standstill,2.0
stank,12.0
stannic,13.0
stannous,14.0
stanza,8.0
staph,12.0
staphylococcus,12.0
staple,6.0
stapler,6.0
star,2.0
starboard,10.0
starch,2.0
starchy,4.0
stardom,8.0
stare,2.0
starfish,2.0
stargazer,6.0
staring,6.0
stark,12.0
starlet,12.0
starlight,4.0
starlike,6.0
starling,8.0
starred,12.0
starry,8.0
start,2.0
starter,2.0
startle,2.0
startling,6.0
starvation,4.0
starve,2.0
starveling,12.0
stash,6.0
stasis,12.0
state,2.0
statecraft,12.0
stated,8.0
statehood,8.0
statehouse,10.0
stateless,12.0
stately,10.0
statement,4.0
stateroom,13.0
statesman,6.0
statesmanship,8.0
statewide,8.0
static,6.0
statics,12.0
statim,12.0
stating,8.0
station,2.0
stationary,8.0
stationer,14.0
stationery,6.0
stationmaster,4.0
statist,12.0
statistical,10.0
statistician,12.0
statistics,8.0
statuary,12.0
statue,2.0
statuesque,12.0
statuette,8.0
stature,12.0
status,8.0
statute,12.0
statutory,13.0
staunch,12.0
stave,12.0
staves,12.0
stay,2.0
steadfast,10.0
steadily,4.0
steadiness,8.0
steady,4.0
steak,4.0
steal,2.0
stealth,12.0
stealthily,12.0
stealthy,13.0
steam,4.0
steamboat,4.0
steamer,4.0
steamfitter,12.0
steamship,2.0
steamshovel,4.0
stearin,13.0
steed,8.0
steel,2.0
steelwool,10.0
steely,12.0
steep,4.0
steeple,2.0
steeplechase,12.0
steeplejack,13.0
steeply,6.0
steer,4.0
steerage,13.0
steersman,10.0
stein,12.0
steinbok,14.0
stellar,12.0
stellate,12.0
stem,4.0
stench,13.0
stencil,6.0
Stengelese,14.0
steno,10.0
stenographer,10.0
stenography,8.0
stenotype,12.0
stentorian,13.0
step,2.0
stepbrother,2.0
stepchild,10.0
stepdaughter,4.0
stepfather,2.0
stepladder,4.0
stepmother,2.0
steppe,14.0
stepsister,2.0
stepson,4.0
stepwise,10.0
stere,14.0
stereo,4.0
stereophonic,6.0
stereopticon,12.0
stereoscope,12.0
stereoscopic,12.0
stereotype,12.0
sterile,6.0
sterilize,4.0
sterling,4.0
stern,6.0
sternness,6.0
sternum,12.0
sternwinder,12.0
stertorous,14.0
stet,12.0
stethoscope,10.0
stevedore,13.0
stew,4.0
steward,6.0
stewardess,6.0
stewardship,12.0
stewed,12.0
stick,2.0
sticker,4.0
stickier,2.0
stickiest,4.0
stickleback,13.0
stickpin,12.0
sticks,13.0
sticky,2.0
stiff,2.0
stiffen,2.0
stiffly,4.0
stiffness,2.0
stifle,12.0
stifling,12.0
stigma,12.0
stigmata,12.0
stigmatize,12.0
stile,14.0
stiletto,12.0
still,2.0
stillborn,12.0
stillness,4.0
stilted,14.0
stilts,4.0
stimulant,10.0
stimulate,8.0
stimulus,10.0
sting,2.0
stingaree,14.0
stinger,4.0
stingray,10.0
stingy,6.0
stink,2.0
stinkbug,4.0
stinker,6.0
stint,12.0
stipend,12.0
stipple,12.0
stipulate,12.0
stipulation,12.0
stir,4.0
stirring,8.0
stirrup,6.0
stitch,4.0
stitches,10.0
stiver,13.0
Stoa,12.0
stoa,13.0
stoat,12.0
stock,2.0
stockade,6.0
stockboy,8.0
stockbroker,6.0
stockholder,2.0
stockinet,13.0
stocking,2.0
stockman,12.0
stockpile,8.0
stockroom,6.0
stocks,12.0
stocky,8.0
stockyard,8.0
stodgy,12.0
stogie,8.0
stoic,12.0
stoical,12.0
stoicism,12.0
stoke,10.0
stokehole,13.0
stoker,10.0
stole,4.0
stolen,4.0
stolid,12.0
stoma,12.0
stomach,4.0
stomp,4.0
stone,2.0
stonecutter,6.0
stoned,6.0
stonemason,6.0
stones,8.0
stonewalling,12.0
stoneware,12.0
stonework,6.0
stony,6.0
stood,4.0
stooge,12.0
stool,2.0
stoolie,12.0
stoop,4.0
stop,2.0
stopcock,12.0
stopgap,14.0
stoplight,2.0
stopover,6.0
stoppage,12.0
stopper,6.0
stopping,4.0
stopple,13.0
storage,4.0
store,2.0
storehouse,4.0
storekeeper,2.0
storeroom,2.0
storey,4.0
storied,12.0
stork,2.0
storm,2.0
stormy,4.0
story,2.0
storyteller,2.0
stoup,14.0
stout,6.0
stouthearted,12.0
stoutly,12.0
stove,2.0
stovepipe,6.0
stow,12.0
stowaway,4.0
strabismus,12.0
straddle,8.0
strafe,12.0
straggle,10.0
straggler,8.0
straggly,12.0
straight,2.0
straightaway,6.0
straightedge,10.0
straighten,2.0
straightforward,10.0
straightway,14.0
strain,4.0
strained,12.0
strainer,6.0
strait,6.0
straiten,12.0
straitened,12.0
straits,6.0
strand,6.0
stranded,6.0
strange,2.0
strangeness,2.0
stranger,2.0
strangle,4.0
strangulation,10.0
strangury,12.0
strap,2.0
strapped,12.0
strapping,13.0
strata,12.0
stratagem,14.0
strategic,12.0
strategy,6.0
stratify,13.0
stratopause,12.0
stratosphere,8.0
stratum,14.0
stratus,12.0
straw,4.0
strawberry,2.0
strawflower,12.0
stray,4.0
streak,6.0
streaky,8.0
stream,2.0
streamed,12.0
streamer,8.0
streamlet,12.0
streamlined,6.0
streamliner,4.0
street,2.0
streetcar,2.0
streetwalker,12.0
strength,2.0
strengthen,6.0
strenuous,8.0
strenuously,8.0
strep,8.0
streptococcus,8.0
streptomycin,13.0
stress,6.0
stretch,2.0
stretcher,6.0
strew,8.0
strewn,10.0
stria,13.0
striated,13.0
stricken,8.0
strict,4.0
strictly,12.0
stricture,12.0
stride,8.0
strident,14.0
stridulate,13.0
strife,12.0
strike,2.0
strikebreaker,10.0
striker,10.0
striking,4.0
string,2.0
stringed,6.0
stringent,14.0
stringer,12.0
strings,6.0
stringy,6.0
striolated,12.0
strip,2.0
stripe,4.0
striped,4.0
stripes,10.0
stripling,14.0
strive,6.0
striven,12.0
strode,8.0
stroke,4.0
stroll,6.0
stroller,2.0
strong,2.0
strongbox,6.0
stronghold,12.0
strongly,6.0
strongpoint,10.0
strontium,12.0
strop,13.0
strophe,12.0
strove,8.0
struck,4.0
structural,6.0
structure,4.0
strudel,12.0
struggle,6.0
struggled,4.0
strum,4.0
strumpet,14.0
strung,6.0
strut,6.0
struts,12.0
strychnine,12.0
stub,4.0
stubble,10.0
stubborn,4.0
stubbornly,6.0
stubby,4.0
stucco,10.0
stuck,2.0
stud,10.0
studding,14.0
student,2.0
studied,6.0
studio,2.0
studious,8.0
study,2.0
stuff,4.0
stuffed,6.0
stuffing,6.0
stuffy,6.0
stultify,13.0
stultiloquence,13.0
stumble,4.0
stumblebum,6.0
stump,4.0
stumpy,10.0
stun,6.0
stung,4.0
stunk,4.0
stunning,6.0
stunt,2.0
stuntman,6.0
stupe,6.0
stupefaction,12.0
stupefy,8.0
stupendous,12.0
stupid,4.0
stupidity,6.0
stupor,12.0
sturdy,6.0
stutter,4.0
sty,8.0
Stygian,12.0
style,2.0
styled,12.0
stylet,12.0
stylish,6.0
stylist,6.0
stylize,12.0
stylograph,12.0
stylus,12.0
stymie,12.0
stymied,13.0
styptic,14.0
Styrofoam,12.0
suasion,13.0
suave,10.0
suavity,10.0
sub,2.0
subaltern,13.0
subassembly,12.0
subatomic,12.0
subclass,12.0
subcommittee,10.0
subconscious,10.0
subcontinent,12.0
subcontract,6.0
subcutaneous,14.0
subdeacon,12.0
subdeb,12.0
subdivide,8.0
subdivision,10.0
subdue,12.0
subdural,14.0
subfamily,12.0
subfreezing,8.0
subgenus,12.0
subhead,10.0
subhuman,8.0
subjacent,12.0
subject,6.0
subjected,10.0
subjection,12.0
subjective,14.0
subjectto,12.0
subjoin,12.0
subjugate,14.0
subjunctive,10.0
sublease,12.0
sublet,13.0
sublimate,12.0
sublimation,12.0
sublime,12.0
sublimina,12.0
sublunary,13.0
submarginal,12.0
submarine,4.0
submaxillary,13.0
submerge,8.0
submersible,8.0
submission,12.0
submissive,12.0
submit,8.0
subnormal,6.0
subnuclear,12.0
suborbital,10.0
suborder,12.0
subordinate,12.0
subordination,12.0
suborn,14.0
subpoena,12.0
subpolar,12.0
subscribe,6.0
subscriber,6.0
subscript,12.0
subscription,6.0
subsection,10.0
subsequent,12.0
subserve,12.0
subservient,12.0
subset,8.0
subside,12.0
subsidence,12.0
subsidiary,12.0
subsidize,12.0
subsidy,12.0
subsist,12.0
subsistence,12.0
subsoil,8.0
subsonic,10.0
subspecies,10.0
substance,6.0
substandard,6.0
substantial,10.0
substantially,12.0
substantiate,12.0
substantive,12.0
substation,10.0
substitute,4.0
substitution,4.0
substratum,12.0
substructure,10.0
subsumed,14.0
subsystem,12.0
subtemperate,12.0
subtend,12.0
subterfuge,12.0
subterranean,12.0
subterrestrial,12.0
subtile,12.0
subtitle,10.0
subtle,13.0
subtlety,12.0
subtopic,8.0
subtotal,8.0
subtract,2.0
subtraction,2.0
subtrahend,12.0
subtropical,10.0
suburban,8.0
suburbia,10.0
suburbs,6.0
subvene,12.0
subvention,13.0
subversion,14.0
subversive,12.0
subvert,14.0
subway,6.0
succeed,4.0
success,4.0
successful,6.0
succession,8.0
successive,8.0
successor,12.0
succinct,14.0
succor,14.0
succotash,8.0
succubus,14.0
succulent,12.0
succumb,10.0
such,4.0
suchlike,6.0
suck,6.0
sucker,4.0
suckle,12.0
suckling,12.0
sucrose,12.0
suction,6.0
sudden,2.0
suddenness,4.0
sudorific,13.0
suds,4.0
sue,6.0
suede,8.0
suet,12.0
suffer,4.0
sufferance,13.0
sufferer,4.0
suffering,4.0
suffice,12.0
sufficiency,8.0
sufficient,8.0
suffix,4.0
suffocate,4.0
suffocation,4.0
suffrage,12.0
suffragette,12.0
suffuse,14.0
sugar,2.0
sugarplum,13.0
suggest,4.0
suggestible,12.0
suggestion,4.0
suggestive,6.0
suicidal,8.0
suicide,6.0
suit,2.0
suitable,6.0
suitcase,4.0
suite,6.0
suiting,12.0
suitor,10.0
sukiyaki,12.0
sulfa,14.0
sulfadiazine,12.0
sulfanilamide,12.0
sulfate,6.0
sulfathiazole,12.0
sulfite,14.0
sulfonamide,10.0
sulfuric,8.0
sulk,8.0
sulky,10.0
sullen,8.0
sully,14.0
sulphate,12.0
sulphide,12.0
sulphur,6.0
sulphurous,12.0
sultan,8.0
sultana,12.0
sultry,8.0
sum,2.0
sumac,13.0
summa,12.0
summarily,12.0
summarize,6.0
summary,6.0
summation,10.0
summed,6.0
summer,2.0
summerhouse,12.0
summertide,12.0
summertime,4.0
summery,12.0
summit,8.0
summon,8.0
summons,8.0
sumo,12.0
sump,13.0
sumpter,13.0
sumptuary,13.0
sumptuous,13.0
sums,2.0
sun,2.0
sunbeam,4.0
sunbonnet,2.0
sunburn,2.0
sunburnt,2.0
sunburst,10.0
sundae,4.0
Sunday,2.0
sunder,14.0
sundial,6.0
sundog,12.0
sundown,2.0
sundries,12.0
sundry,13.0
sunfish,2.0
sunflower,2.0
sung,4.0
sunglasses,6.0
sunk,2.0
sunken,2.0
sunless,4.0
sunlight,2.0
sunlit,4.0
sunny,2.0
sunrise,2.0
sunset,2.0
sunshade,12.0
sunshine,2.0
sunspot,8.0
sunstroke,6.0
suntan,2.0
suntans,12.0
sup,12.0
super,8.0
superable,12.0
superabundant,8.0
superannuated,12.0
superb,8.0
supercargo,12.0
supercharger,8.0
supercilious,13.0
supercolossal,8.0
superego,8.0
supererogatory,12.0
superficia,12.0
superficial,10.0
superfine,4.0
superfluidity,12.0
superfluous,10.0
supergalaxy,10.0
supergiant,12.0
superheterodyne,12.0
superhighway,6.0
superhuman,6.0
superimpose,14.0
superintend,10.0
superintendent,4.0
superior,8.0
superiority,8.0
superlative,8.0
superman,4.0
supermarket,4.0
supernal,13.0
supernatural,12.0
supernova,12.0
supernumerary,14.0
superpose,12.0
superposition,12.0
superpower,12.0
supersaturated,10.0
superscribe,13.0
superscript,12.0
superscription,13.0
supersede,14.0
supersensory,12.0
supersession,12.0
supersonic,6.0
superstition,4.0
superstitious,4.0
superstratum,10.0
superstructure,14.0
supertax,12.0
supervene,13.0
supervise,8.0
supervision,8.0
supervisor,4.0
supine,12.0
supper,2.0
suppertime,2.0
supplant,14.0
supple,13.0
supplement,8.0
supplementary,8.0
suppliant,12.0
supplicant,12.0
supplication,12.0
supplier,6.0
supplies,4.0
supply,6.0
support,4.0
supporter,6.0
suppose,6.0
supposed,6.0
supposedly,8.0
supposing,4.0
supposition,12.0
suppository,12.0
suppress,12.0
suppression,10.0
suppurate,13.0
supra,12.0
suprarenal,13.0
supremacist,12.0
supremacy,8.0
supreme,6.0
supremely,8.0
surcease,12.0
surcharge,12.0
surcingle,13.0
surcoat,12.0
surd,14.0
sure,2.0
surely,4.0
surety,13.0
surf,6.0
surface,2.0
surfboard,2.0
surfeit,14.0
surge,8.0
surgeon,2.0
surgery,6.0
surgical,6.0
surly,14.0
surmise,12.0
surmount,14.0
surname,14.0
surpass,10.0
surplice,14.0
surplus,8.0
surprint,12.0
surprisal,12.0
surprise,2.0
surprising,4.0
surrealism,12.0
surrender,4.0
surreptitious,14.0
surrey,12.0
surrogate,14.0
surround,4.0
surroundings,2.0
surtax,14.0
surveillance,12.0
survey,6.0
surveying,6.0
surveyor,8.0
survival,6.0
survive,6.0
survivor,6.0
susceptible,12.0
suspect,2.0
suspend,6.0
suspended,12.0
suspenders,6.0
suspense,8.0
suspension,8.0
suspicion,6.0
suspicious,4.0
suspire,12.0
sustain,8.0
sustained,12.0
sustenance,12.0
sustention,12.0
suttee,13.0
suture,14.0
suzerain,13.0
svelte,14.0
swab,8.0
swaddling,10.0
swag,14.0
swagger,13.0
swain,14.0
swale,13.0
swallow,2.0
swallowtail,12.0
swam,2.0
swami,12.0
swamp,2.0
swamped,10.0
swampy,4.0
swan,4.0
swank,10.0
swanky,10.0
swap,6.0
sward,13.0
swarm,6.0
swarthy,14.0
swash,10.0
swashbuckle,12.0
swastika,10.0
swat,4.0
SWAT,10.0
swatch,13.0
swath,12.0
swathe,13.0
swathed,13.0
sway,4.0
swear,4.0
sweat,4.0
sweatband,8.0
sweatbox,12.0
sweater,2.0
sweatshop,13.0
sweep,2.0
sweepback,10.0
sweeper,4.0
sweeping,2.0
sweepings,2.0
sweepstakes,2.0
sweet,2.0
sweetbread,14.0
sweetbriar,12.0
sweeten,2.0
sweetening,4.0
sweetheart,2.0
sweetish,4.0
sweetmeats,14.0
sweetness,2.0
sweets,2.0
swell,6.0
swelling,4.0
swelter,8.0
swept,2.0
swerve,6.0
swift,2.0
swiftly,4.0
swiftness,4.0
swig,6.0
swill,12.0
swim,2.0
swimmer,2.0
swimming,2.0
swimmingly,12.0
swimsuit,2.0
swindle,6.0
swindler,6.0
swine,8.0
swineherd,14.0
swing,2.0
swinger,8.0
swinging,4.0
swinish,12.0
swipe,6.0
swirl,2.0
swish,12.0
switch,2.0
switchblade,6.0
switchboard,4.0
switcheroo,12.0
switchman,6.0
switchover,6.0
switchyard,8.0
swivel,8.0
swivet,13.0
swizzle,13.0
swob,13.0
swollen,4.0
swoon,12.0
swoop,6.0
swoosh,10.0
sword,2.0
swordbill,12.0
swordfish,2.0
swordplay,12.0
swordsman,10.0
swore,4.0
sworn,6.0
swum,6.0
swung,4.0
sybarite,13.0
sycamore,6.0
sycophant,14.0
syllabary,12.0
syllabic,8.0
syllabicate,10.0
syllable,2.0
syllabus,14.0
syllogism,14.0
sylph,14.0
sylphlike,12.0
sylvan,13.0
symbiosis,12.0
symbol,4.0
symbolic,8.0
symbolism,8.0
symbolist,12.0
symbolize,8.0
symmetrical,12.0
symmetry,12.0
sympathetic,6.0
sympathetically,12.0
sympathin,14.0
sympathize,6.0
sympathy,6.0
symphony,6.0
symposium,14.0
symptom,6.0
synagogue,8.0
synapse,14.0
synchronize,12.0
synchronous,14.0
syncline,12.0
syncopate,12.0
syncope,14.0
syndic,13.0
syndicalism,13.0
syndicate,10.0
syndrome,14.0
syne,12.0
synecdoche,12.0
synergy,13.0
synod,12.0
synonym,12.0
synonymous,12.0
synopsis,10.0
synoptic,12.0
synovia,13.0
syntactic,12.0
syntax,14.0
synthesis,12.0
synthetic,6.0
syphilis,10.0
syphilitic,12.0
syringe,10.0
syrinx,13.0
syrup,6.0
system,6.0
systematic,8.0
systematically,8.0
systematize,8.0
systole,13.0
systolic,12.0
syzygy,12.0
tab,8.0
tabard,12.0
Tabasco,12.0
tabby,12.0
tabernacle,6.0
table,2.0
tableau,12.0
tablecloth,2.0
tableland,8.0
tablespoon,8.0
tablet,2.0
tableware,4.0
tabloid,12.0
taboo,10.0
tabor,14.0
taboret,13.0
tabu,10.0
tabular,12.0
tabulate,8.0
tabulation,8.0
tabulator,8.0
tachometer,12.0
tacit,12.0
tacitly,13.0
taciturn,13.0
tack,4.0
tackle,6.0
tacky,12.0
tact,10.0
tactful,10.0
tactical,8.0
tactician,12.0
tactics,6.0
tactile,13.0
tactless,8.0
tactual,12.0
tad,12.0
tadpole,2.0
taffeta,12.0
taffy,2.0
tag,2.0
Tag,12.0
tagalong,2.0
tagged,6.0
tail,4.0
tailback,12.0
tailboard,12.0
tailgate,8.0
tailings,12.0
tailless,4.0
tailor,4.0
tailorbird,12.0
tailrace,13.0
tails,4.0
tailspin,8.0
taint,13.0
tainted,12.0
take,2.0
taken,6.0
taker,10.0
takes,6.0
takest,12.0
taketh,12.0
taking,6.0
takings,12.0
talc,8.0
talcum,6.0
tale,2.0
talebearer,8.0
talent,4.0
talesman,13.0
talisman,14.0
talk,2.0
talkative,2.0
talker,2.0
talkfest,12.0
talkie,12.0
tall,2.0
tallow,12.0
tally,8.0
Talmud,14.0
talon,10.0
talus,12.0
tam,10.0
tamale,8.0
tamarack,12.0
tamarind,12.0
tamarisk,14.0
tambour,12.0
tambourine,12.0
tame,2.0
tamp,12.0
tamper,6.0
tampon,12.0
tan,2.0
tanager,14.0
tanbark,12.0
tandem,12.0
tang,6.0
tangelo,8.0
tangent,12.0
tangential,13.0
tangerine,4.0
tangible,10.0
tangle,2.0
tangled,2.0
tango,8.0
tangy,8.0
tank,4.0
tankage,12.0
tankard,14.0
tanker,4.0
tanner,6.0
tannery,8.0
tannic,13.0
tannin,13.0
tansy,12.0
tantalize,10.0
tantalum,12.0
tantamount,14.0
tante,12.0
tanto,12.0
tantrum,8.0
tap,2.0
tape,2.0
taper,12.0
tapestry,10.0
tapeworm,10.0
tapioca,6.0
tapir,13.0
tappet,12.0
taproom,12.0
taproot,10.0
taps,10.0
tar,4.0
tarantara,12.0
tarantella,13.0
tarantula,8.0
tardiness,4.0
tardo,12.0
tardy,4.0
tare,14.0
tares,13.0
target,4.0
tariff,8.0
tarmac,14.0
tarn,13.0
tarnish,8.0
taro,12.0
tarot,13.0
tarp,12.0
tarpaulin,10.0
tarpon,12.0
tarragon,14.0
tarry,10.0
tart,6.0
tartan,14.0
tartar,12.0
tartaric,13.0
tartly,12.0
tartrate,12.0
task,4.0
taskmaster,12.0
tassel,8.0
taste,2.0
tasteful,12.0
tasteless,4.0
taster,6.0
tasty,2.0
tat,12.0
tatter,12.0
tatterdemalion,13.0
tattered,6.0
tatters,10.0
tatting,14.0
tattle,2.0
tattletale,2.0
tattling,12.0
tattoo,2.0
tatty,13.0
taught,2.0
taunt,12.0
taupe,13.0
taut,12.0
tautology,12.0
tavern,6.0
taw,13.0
tawdry,12.0
tawny,12.0
tax,2.0
taxable,6.0
taxation,6.0
taxes,4.0
taxi,4.0
taxicab,4.0
taxidermist,12.0
taximeter,8.0
taxis,12.0
taxonomy,13.0
taxpayer,4.0
taxus,12.0
TB,6.0
tea,2.0
teaberry,12.0
teacart,6.0
teach,4.0
teacher,2.0
teacup,4.0
teahouse,12.0
teak,10.0
teakettle,4.0
teal,13.0
team,2.0
teammate,2.0
teamster,10.0
teamwork,2.0
teapot,2.0
tear,2.0
teardrop,2.0
tearful,4.0
tearoom,12.0
tease,4.0
teasel,13.0
teasingly,6.0
teaspoon,2.0
teaspoonful,2.0
teat,12.0
technic,12.0
technical,8.0
technicality,12.0
technician,8.0
technicolor,4.0
technics,12.0
technique,6.0
technocracy,13.0
technology,10.0
tectonic,12.0
tedder,13.0
tedious,12.0
tedium,12.0
tee,4.0
teem,13.0
teeming,8.0
teenage,4.0
teens,4.0
teeny,4.0
teepee,4.0
teeter,4.0
teetery,10.0
teeth,2.0
teethe,8.0
teetota,12.0
teetotaler,14.0
Teflon,6.0
tegument,12.0
tektite,12.0
telautograph,13.0
telecamera,10.0
telecast,6.0
telecommunication,12.0
telefilm,12.0
telegenic,12.0
telegram,2.0
telemeter,12.0
telemetry,13.0
telepathy,10.0
telephone,2.0
Teleprompter,13.0
telescope,2.0
telethon,12.0
teletype,10.0
Teletype,10.0
televise,4.0
television,4.0
tell,2.0
tellable,8.0
teller,4.0
telling,10.0
telltale,8.0
tellurium,13.0
Telstar,12.0
temblor,12.0
temerity,13.0
temper,4.0
tempera,10.0
temperament,8.0
temperamental,8.0
temperance,12.0
temperate,12.0
temperature,4.0
tempest,14.0
tempestuous,12.0
template,13.0
temple,4.0
Temple,8.0
temples,10.0
tempo,8.0
temporal,13.0
temporary,6.0
temporize,14.0
temps,12.0
tempt,8.0
temptation,6.0
tempted,6.0
tempter,8.0
tempting,6.0
temptress,12.0
tempura,12.0
tenable,14.0
tenacious,14.0
tenacity,12.0
tenancy,12.0
tenant,6.0
tend,2.0
tendency,8.0
tendentious,13.0
tender,2.0
tenderfoot,6.0
tenderhearted,6.0
tenderizer,6.0
tenderloin,8.0
tenderly,2.0
tenderness,4.0
tendon,10.0
tendril,14.0
Tenebrae,14.0
tenebrous,14.0
tenement,8.0
tenet,14.0
tenfold,10.0
tennis,4.0
tenon,12.0
tenor,6.0
tenpenny,12.0
tenpins,6.0
tens,4.0
tense,6.0
tensible,12.0
tensile,13.0
tensiometer,12.0
tension,6.0
tensor,14.0
tent,2.0
tentacle,10.0
tentative,10.0
tenterhook,13.0
tenth,4.0
tenthly,8.0
tenuity,12.0
tenuous,14.0
tenure,13.0
tepee,4.0
tepid,13.0
tequila,12.0
terbium,14.0
tercentenary,13.0
tergiversations,14.0
term,6.0
termagant,12.0
termed,12.0
terminable,12.0
terminal,6.0
terminate,12.0
termination,10.0
terminator,14.0
terminology,14.0
terminus,12.0
termite,4.0
termless,12.0
terms,8.0
ternary,12.0
ternate,13.0
terpsichorean,12.0
terra,12.0
terrain,6.0
Terramycin,12.0
terrapin,12.0
terrarium,13.0
terrazzo,12.0
terrestrial,14.0
terrible,2.0
terribly,4.0
terrier,6.0
terrific,4.0
terrified,2.0
terrify,4.0
territorial,6.0
territory,4.0
terror,4.0
terrorism,8.0
terrorist,6.0
terrorize,8.0
terry,10.0
terse,12.0
terseness,12.0
tertiary,14.0
tessellate,13.0
test,2.0
testa,12.0
Testament,4.0
testament,8.0
testate,12.0
testator,12.0
testatrix,12.0
testee,8.0
tester,6.0
testes,12.0
testicles,10.0
testify,6.0
testily,13.0
testimonial,13.0
testimonials,12.0
testimony,6.0
testis,12.0
testosterone,12.0
testy,12.0
tetanus,12.0
tether,10.0
tetherball,8.0
tetrachloride,10.0
tetrachord,12.0
tetracyclene,14.0
tetrad,12.0
tetrahedron,12.0
tetralogy,12.0
tetrameter,10.0
